,symbol,metric,value
2391,DD,Avg. Volume,"2,505,439 "
2392,DD,Market Cap (intraday),33.398B 
2393,DD,Beta (5Y Monthly),1.25
2394,DD,PE Ratio (TTM),86.83 
2395,DD,EPS (TTM),0.92 
2396,DD,Earnings Date,"Jul 31, 2024 - Aug 5, 2024"
2397,DD,Forward Dividend & Yield,1.52 (1.90%)
2398,DD,Ex-Dividend Date,"May 31, 2024"
2399,DD,1y Target Est,90.44 
2400,EMN,Previous Close,103.30 
2401,EMN,Open,102.69 
2402,EMN,Bid,--
2403,EMN,Ask,--
2404,EMN,Day's Range,101.93 - 103.61 
2405,EMN,52 Week Range,68.89 - 103.67 
2406,EMN,Volume,"1,171,044 "
2407,EMN,Avg. Volume,"986,803 "
2408,EMN,Market Cap (intraday),12.136B 
2409,EMN,Beta (5Y Monthly),1.52
2410,EMN,PE Ratio (TTM),13.30 
2411,EMN,EPS (TTM),7.76 
2412,EMN,Earnings Date,"Jul 25, 2024 - Jul 29, 2024"
2413,EMN,Forward Dividend & Yield,3.24 (3.14%)
2414,EMN,Ex-Dividend Date,"Jun 17, 2024"
2415,EMN,1y Target Est,109.32 
2416,ETN,Previous Close,314.83 
2417,ETN,Open,313.46 
2418,ETN,Bid,--
2419,ETN,Ask,--
2420,ETN,Day's Range,313.25 - 323.39 
2421,ETN,52 Week Range,188.35 - 345.19 
2422,ETN,Volume,"1,900,471 "
2423,ETN,Avg. Volume,"2,252,892 "
2424,ETN,Market Cap (intraday),129.157B 
2425,ETN,Beta (5Y Monthly),1.04
2426,ETN,PE Ratio (TTM),38.18 
2427,ETN,EPS (TTM),8.46 
2428,ETN,Earnings Date,"Jul 30, 2024 - Aug 5, 2024"
2429,ETN,Forward Dividend & Yield,3.76 (1.16%)
2430,ETN,Ex-Dividend Date,"May 3, 2024"
2431,ETN,1y Target Est,342.77 
2432,EBAY,Previous Close,53.15 
2433,EBAY,Open,52.77 
2434,EBAY,Bid,52.34 x 500
2435,EBAY,Ask,52.43 x 400
2436,EBAY,Day's Range,52.22 - 52.88 
2437,EBAY,52 Week Range,37.17 - 55.15 
2438,EBAY,Volume,"745,278 "
2439,EBAY,Avg. Volume,"5,515,039 "
2440,EBAY,Market Cap (intraday),26.3B 
2441,EBAY,Beta (5Y Monthly),1.32
2442,EBAY,PE Ratio (TTM),10.46 
2443,EBAY,EPS (TTM),5.01 
2444,EBAY,Earnings Date,"Jul 24, 2024 - Jul 29, 2024"
2445,EBAY,Forward Dividend & Yield,1.08 (2.03%)
2446,EBAY,Ex-Dividend Date,"May 31, 2024"
2447,EBAY,1y Target Est,52.43 
2448,ECL,Previous Close,238.77 
2449,ECL,Open,239.20 
2450,ECL,Bid,239.27 x 800
2451,ECL,Ask,239.38 x 800
2452,ECL,Day's Range,237.40 - 239.67 
2453,ECL,52 Week Range,156.72 - 240.61 
2454,ECL,Volume,"222,405 "
2455,ECL,Avg. Volume,"1,129,734 "
2456,ECL,Market Cap (intraday),68.417B 
2457,ECL,Beta (5Y Monthly),1.12
2458,ECL,PE Ratio (TTM),44.37 
2459,ECL,EPS (TTM),5.40 
2460,ECL,Earnings Date,"Jul 30, 2024 - Aug 5, 2024"
2461,ECL,Forward Dividend & Yield,2.28 (0.95%)
2462,ECL,Ex-Dividend Date,"Jun 18, 2024"
2463,ECL,1y Target Est,243.97 
2464,EW,Previous Close,88.14 
2465,EW,Open,87.71 
2466,EW,Bid,--
2467,EW,Ask,--
2468,EW,Day's Range,85.60 - 87.86 
2469,EW,52 Week Range,60.57 - 96.12 
2470,EW,Volume,"2,138,932 "
2471,EW,Avg. Volume,"2,903,488 "
2472,EW,Market Cap (intraday),51.884B 
2473,EW,Beta (5Y Monthly),1.11
2474,EW,PE Ratio (TTM),37.11 
2475,EW,EPS (TTM),2.32 
2476,EW,Earnings Date,"Jul 24, 2024 - Jul 29, 2024"
2477,EW,Forward Dividend & Yield,--
2478,EW,Ex-Dividend Date,--
2479,EW,1y Target Est,96.59 
2480,EA,Previous Close,136.82 
2481,EA,Open,136.28 
2482,EA,Bid,136.18 x 300
2483,EA,Ask,136.25 x 100
2484,EA,Day's Range,135.25 - 137.08 
2485,EA,52 Week Range,117.47 - 144.53 
2486,EA,Volume,"1,774,680 "
2487,EA,Avg. Volume,"2,308,685 "
2488,EA,Market Cap (intraday),36.283B 
2489,EA,Beta (5Y Monthly),0.80
2490,EA,PE Ratio (TTM),29.10 
2491,EA,EPS (TTM),4.68 
2492,EA,Earnings Date,"Jul 30, 2024"
2493,EA,Forward Dividend & Yield,0.76 (0.56%)
2494,EA,Ex-Dividend Date,"May 29, 2024"
2495,EA,1y Target Est,149.69 
2496,ELV,Previous Close,541.04 
2497,ELV,Open,542.28 
2498,ELV,Bid,509.38 x 800
2499,ELV,Ask,548.97 x 1200
2500,ELV,Day's Range,538.63 - 545.90 
2501,ELV,52 Week Range,412.00 - 550.34 
2502,ELV,Volume,"709,039 "
2503,ELV,Avg. Volume,"1,014,819 "
2504,ELV,Market Cap (intraday),125.259B 
2505,ELV,Beta (5Y Monthly),0.83
2506,ELV,PE Ratio (TTM),20.32 
2507,ELV,EPS (TTM),26.52 
2508,ELV,Earnings Date,"Jul 17, 2024 - Jul 22, 2024"
2509,ELV,Forward Dividend & Yield,6.52 (1.21%)
2510,ELV,Ex-Dividend Date,"Jun 10, 2024"
2511,ELV,1y Target Est,609.25 
2512,LLY,Previous Close,865.00 
2513,LLY,Open,882.14 
2514,LLY,Bid,860.00 x 2200
2515,LLY,Ask,860.23 x 1200
2516,LLY,Day's Range,852.27 - 882.14 
2517,LLY,52 Week Range,434.34 - 882.14 
2518,LLY,Volume,"2,071,538 "
2519,LLY,Avg. Volume,"2,597,163 "
2520,LLY,Market Cap (intraday),817.348B 
2521,LLY,Beta (5Y Monthly),0.36
2522,LLY,PE Ratio (TTM),127.41 
2523,LLY,EPS (TTM),6.75 
2524,LLY,Earnings Date,"Aug 8, 2024"
2525,LLY,Forward Dividend & Yield,5.20 (0.60%)
2526,LLY,Ex-Dividend Date,"May 15, 2024"
2527,LLY,1y Target Est,862.31 
2528,EMR,Previous Close,107.98 
2529,EMR,Open,107.98 
2530,EMR,Bid,--
2531,EMR,Ask,--
2532,EMR,Day's Range,107.69 - 109.51 
2533,EMR,52 Week Range,83.10 - 116.76 
2534,EMR,Volume,"1,871,236 "
2535,EMR,Avg. Volume,"2,584,074 "
2536,EMR,Market Cap (intraday),62.204B 
2537,EMR,Beta (5Y Monthly),1.33
2538,EMR,PE Ratio (TTM),32.36 
2539,EMR,EPS (TTM),3.36 
2540,EMR,Earnings Date,"Jul 31, 2024 - Aug 5, 2024"
2541,EMR,Forward Dividend & Yield,2.10 (1.93%)
2542,EMR,Ex-Dividend Date,"May 16, 2024"
2543,EMR,1y Target Est,130.94 
2544,ENPH,Previous Close,130.67 
2545,ENPH,Open,129.30 
2546,ENPH,Bid,120.36 x 100
2547,ENPH,Ask,133.59 x 100
2548,ENPH,Day's Range,126.37 - 130.89 
2549,ENPH,52 Week Range,73.49 - 192.22 
2550,ENPH,Volume,"704,667 "
2551,ENPH,Avg. Volume,"3,858,450 "
2552,ENPH,Market Cap (intraday),17.534B 
2553,ENPH,Beta (5Y Monthly),1.77
2554,ENPH,PE Ratio (TTM),66.77 
2555,ENPH,EPS (TTM),1.93 
2556,ENPH,Earnings Date,"Jul 25, 2024 - Jul 29, 2024"
2557,ENPH,Forward Dividend & Yield,--
2558,ENPH,Ex-Dividend Date,--
2559,ENPH,1y Target Est,127.20 
2560,ETR,Previous Close,108.06 
2561,ETR,Open,107.27 
2562,ETR,Bid,108.25 x 1800
2563,ETR,Ask,108.29 x 800
2564,ETR,Day's Range,106.68 - 108.49 
2565,ETR,52 Week Range,87.10 - 114.28 
2566,ETR,Volume,"482,511 "
2567,ETR,Avg. Volume,"1,639,898 "
2568,ETR,Market Cap (intraday),23.132B 
2569,ETR,Beta (5Y Monthly),0.72
2570,ETR,PE Ratio (TTM),10.85 
2571,ETR,EPS (TTM),9.98 
2572,ETR,Earnings Date,"Jul 31, 2024 - Aug 5, 2024"
2573,ETR,Forward Dividend & Yield,4.52 (4.18%)
2574,ETR,Ex-Dividend Date,"May 1, 2024"
2575,ETR,1y Target Est,116.04 
2576,EOG,Previous Close,121.59 
2577,EOG,Open,120.69 
2578,EOG,Bid,120.96 x 1000
2579,EOG,Ask,121.01 x 1000
2580,EOG,Day's Range,119.79 - 121.19 
2581,EOG,52 Week Range,106.34 - 139.67 
2582,EOG,Volume,"687,751 "
2583,EOG,Avg. Volume,"3,333,173 "
2584,EOG,Market Cap (intraday),69.414B 
2585,EOG,Beta (5Y Monthly),1.33
2586,EOG,PE Ratio (TTM),9.55 
2587,EOG,EPS (TTM),12.65 
2588,EOG,Earnings Date,"Aug 1, 2024 - Aug 5, 2024"
2589,EOG,Forward Dividend & Yield,3.64 (2.99%)
2590,EOG,Ex-Dividend Date,"Jul 17, 2024"
2591,EOG,1y Target Est,145.89 
2592,EPAM,Previous Close,175.21 
2593,EPAM,Open,175.00 
2594,EPAM,Bid,--
2595,EPAM,Ask,--
2596,EPAM,Day's Range,174.31 - 179.00 
2597,EPAM,52 Week Range,172.95 - 317.50 
2598,EPAM,Volume,"861,467 "
2599,EPAM,Avg. Volume,"680,025 "
2600,EPAM,Market Cap (intraday),10.26B 
2601,EPAM,Beta (5Y Monthly),1.42
2602,EPAM,PE Ratio (TTM),24.28 
2603,EPAM,EPS (TTM),7.29 
2604,EPAM,Earnings Date,"Jun 10, 2024 - Jun 15, 2024"
2605,EPAM,Forward Dividend & Yield,--
2606,EPAM,Ex-Dividend Date,--
2607,EPAM,1y Target Est,223.72 
2608,EQT,Previous Close,41.13 
2609,EQT,Open,41.00 
2610,EQT,Bid,41.23 x 800
2611,EQT,Ask,41.24 x 1300
2612,EQT,Day's Range,40.60 - 41.31 
2613,EQT,52 Week Range,32.07 - 45.23 
2614,EQT,Volume,"3,640,078 "
2615,EQT,Avg. Volume,"6,860,930 "
2616,EQT,Market Cap (intraday),18.158B 
2617,EQT,Beta (5Y Monthly),1.07
2618,EQT,PE Ratio (TTM),30.46 
2619,EQT,EPS (TTM),1.35 
2620,EQT,Earnings Date,"Jul 23, 2024 - Jul 29, 2024"
2621,EQT,Forward Dividend & Yield,0.63 (1.53%)
2622,EQT,Ex-Dividend Date,"May 7, 2024"
2623,EQT,1y Target Est,44.85 
2624,EFX,Previous Close,234.62 
2625,EFX,Open,235.56 
2626,EFX,Bid,240.04 x 900
2627,EFX,Ask,240.34 x 800
2628,EFX,Day's Range,234.32 - 240.32 
2629,EFX,52 Week Range,159.95 - 275.10 
2630,EFX,Volume,"272,842 "
2631,EFX,Avg. Volume,"849,752 "
2632,EFX,Market Cap (intraday),29.615B 
2633,EFX,Beta (5Y Monthly),1.54
2634,EFX,PE Ratio (TTM),53.48 
2635,EFX,EPS (TTM),4.48 
2636,EFX,Earnings Date,"Jul 17, 2024 - Jul 22, 2024"
2637,EFX,Forward Dividend & Yield,1.56 (0.66%)
2638,EFX,Ex-Dividend Date,"May 23, 2024"
2639,EFX,1y Target Est,268.75 
2640,EQIX,Previous Close,762.53 
2641,EQIX,Open,759.78 
2642,EQIX,Bid,758.10 x 100
2643,EQIX,Ask,760.16 x 100
2644,EQIX,Day's Range,756.61 - 761.56 
2645,EQIX,52 Week Range,677.80 - 914.93 
2646,EQIX,Volume,"71,267 "
2647,EQIX,Avg. Volume,"737,695 "
2648,EQIX,Market Cap (intraday),71.94B 
2649,EQIX,Beta (5Y Monthly),0.68
2650,EQIX,PE Ratio (TTM),75.88 
2651,EQIX,EPS (TTM),9.99 
2652,EQIX,Earnings Date,"Jul 31, 2024 - Aug 5, 2024"
2653,EQIX,Forward Dividend & Yield,17.04 (2.23%)
2654,EQIX,Ex-Dividend Date,"May 21, 2024"
2655,EQIX,1y Target Est,908.90 
2656,EQR,Previous Close,66.05 
2657,EQR,Open,65.60 
2658,EQR,Bid,65.97 x 900
2659,EQR,Ask,66.01 x 900
2660,EQR,Day's Range,65.40 - 66.07 
2661,EQR,52 Week Range,52.57 - 69.45 
2662,EQR,Volume,"170,903 "
2663,EQR,Avg. Volume,"1,932,849 "
2664,EQR,Market Cap (intraday),25.039B 
2665,EQR,Beta (5Y Monthly),0.86
2666,EQR,PE Ratio (TTM),28.24 
2667,EQR,EPS (TTM),2.34 
2668,EQR,Earnings Date,"Jul 25, 2024 - Jul 29, 2024"
2669,EQR,Forward Dividend & Yield,2.70 (4.09%)
2670,EQR,Ex-Dividend Date,"Mar 22, 2024"
2671,EQR,1y Target Est,68.37 
2672,ESS,Previous Close,268.07 
2673,ESS,Open,267.44 
2674,ESS,Bid,--
2675,ESS,Ask,--
2676,ESS,Day's Range,267.44 - 272.48 
2677,ESS,52 Week Range,203.85 - 272.48 
2678,ESS,Volume,"281,788 "
2679,ESS,Avg. Volume,"331,206 "
2680,ESS,Market Cap (intraday),17.904B 
2681,ESS,Beta (5Y Monthly),0.85
2682,ESS,PE Ratio (TTM),32.89 
2683,ESS,EPS (TTM),8.19 
2684,ESS,Earnings Date,"Jul 25, 2024 - Jul 29, 2024"
2685,ESS,Forward Dividend & Yield,9.80 (3.64%)
2686,ESS,Ex-Dividend Date,"Jun 28, 2024"
2687,ESS,1y Target Est,260.31 
2688,EL,Previous Close,118.81 
2689,EL,Open,118.34 
2690,EL,Bid,117.02 x 1200
2691,EL,Ask,117.02 x 800
2692,EL,Day's Range,116.30 - 118.22 
2693,EL,52 Week Range,102.22 - 204.41 
2694,EL,Volume,"256,138 "
2695,EL,Avg. Volume,"2,662,371 "
2696,EL,Market Cap (intraday),41.866B 
2697,EL,Beta (5Y Monthly),1.03
2698,EL,PE Ratio (TTM),65.60 
2699,EL,EPS (TTM),1.78 
2700,EL,Earnings Date,"Aug 19, 2024"
2701,EL,Forward Dividend & Yield,2.64 (2.22%)
2702,EL,Ex-Dividend Date,"May 31, 2024"
2703,EL,1y Target Est,151.40 
2704,ETSY,Previous Close,66.07 
2705,ETSY,Open,66.29 
2706,ETSY,Bid,64.38 x 800
2707,ETSY,Ask,64.59 x 800
2708,ETSY,Day's Range,64.27 - 66.43 
2709,ETSY,52 Week Range,56.60 - 102.81 
2710,ETSY,Volume,"791,125 "
2711,ETSY,Avg. Volume,"3,324,000 "
2712,ETSY,Market Cap (intraday),7.539B 
2713,ETSY,Beta (5Y Monthly),1.99
2714,ETSY,PE Ratio (TTM),29.44 
2715,ETSY,EPS (TTM),2.19 
2716,ETSY,Earnings Date,"Jul 31, 2024 - Aug 5, 2024"
2717,ETSY,Forward Dividend & Yield,--
2718,ETSY,Ex-Dividend Date,--
2719,ETSY,1y Target Est,69.74 
2720,EG,Previous Close,381.61 
2721,EG,Open,379.59 
2722,EG,Bid,378.39 x 1400
2723,EG,Ask,379.09 x 800
2724,EG,Day's Range,376.90 - 379.70 
2725,EG,52 Week Range,331.08 - 417.92 
2726,EG,Volume,"36,701 "
2727,EG,Avg. Volume,"291,719 "
2728,EG,Market Cap (intraday),16.429B 
2729,EG,Beta (5Y Monthly),0.62
2730,EG,PE Ratio (TTM),5.58 
2731,EG,EPS (TTM),67.74 
2732,EG,Earnings Date,"Jul 24, 2024 - Jul 29, 2024"
2733,EG,Forward Dividend & Yield,8.00 (2.10%)
2734,EG,Ex-Dividend Date,"May 29, 2024"
2735,EG,1y Target Est,428.17 
2736,ES,Previous Close,59.23 
2737,ES,Open,59.27 
2738,ES,Bid,59.54 x 1000
2739,ES,Ask,59.62 x 1300
2740,ES,Day's Range,59.00 - 60.18 
2741,ES,52 Week Range,52.03 - 74.81 
2742,ES,Volume,"2,075,776 "
2743,ES,Avg. Volume,"2,182,296 "
2744,ES,Market Cap (intraday),21.023B 
2745,ES,Beta (5Y Monthly),0.58
2746,ES,PE Ratio (TTM),-- 
2747,ES,EPS (TTM),-1.19 
2748,ES,Earnings Date,"Jul 29, 2024 - Aug 2, 2024"
2749,ES,Forward Dividend & Yield,2.86 (4.79%)
2750,ES,Ex-Dividend Date,"May 15, 2024"
2751,ES,1y Target Est,68.19 
2752,EXC,Previous Close,36.21 
2753,EXC,Open,35.83 
2754,EXC,Bid,36.27 x 400
2755,EXC,Ask,36.34 x 1300
2756,EXC,Day's Range,35.72 - 36.45 
2757,EXC,52 Week Range,33.35 - 43.53 
2758,EXC,Volume,"2,301,023 "
2759,EXC,Avg. Volume,"6,215,171 "
2760,EXC,Market Cap (intraday),36.296B 
2761,EXC,Beta (5Y Monthly),0.59
2762,EXC,PE Ratio (TTM),15.58 
2763,EXC,EPS (TTM),2.33 
2764,EXC,Earnings Date,"Jul 31, 2024 - Aug 5, 2024"
2765,EXC,Forward Dividend & Yield,1.52 (4.20%)
2766,EXC,Ex-Dividend Date,"May 10, 2024"
2767,EXC,1y Target Est,39.67 
2768,EXPE,Previous Close,115.36 
2769,EXPE,Open,115.18 
2770,EXPE,Bid,120.22 x 800
2771,EXPE,Ask,126.32 x 100
2772,EXPE,Day's Range,115.16 - 120.41 
2773,EXPE,52 Week Range,92.48 - 160.05 
2774,EXPE,Volume,"2,995,851 "
2775,EXPE,Avg. Volume,"2,376,249 "
2776,EXPE,Market Cap (intraday),15.938B 
2777,EXPE,Beta (5Y Monthly),1.79
2778,EXPE,PE Ratio (TTM),22.83 
2779,EXPE,EPS (TTM),5.27 
2780,EXPE,Earnings Date,"Aug 1, 2024 - Aug 5, 2024"
2781,EXPE,Forward Dividend & Yield,--
2782,EXPE,Ex-Dividend Date,"Mar 9, 2020"
2783,EXPE,1y Target Est,146.03 
2784,EXPD,Previous Close,126.81 
2785,EXPD,Open,125.00 
2786,EXPD,Bid,124.16 x 800
2787,EXPD,Ask,124.25 x 1300
2788,EXPD,Day's Range,123.96 - 125.65 
2789,EXPD,52 Week Range,107.03 - 131.17 
2790,EXPD,Volume,"408,632 "
2791,EXPD,Avg. Volume,"1,329,842 "
2792,EXPD,Market Cap (intraday),17.537B 
2793,EXPD,Beta (5Y Monthly),0.98
2794,EXPD,PE Ratio (TTM),26.25 
2795,EXPD,EPS (TTM),4.73 
2796,EXPD,Earnings Date,"Aug 6, 2024"
2797,EXPD,Forward Dividend & Yield,1.46 (1.15%)
2798,EXPD,Ex-Dividend Date,"Jun 3, 2024"
2799,EXPD,1y Target Est,110.92 
2800,EXR,Previous Close,148.10 
2801,EXR,Open,147.19 
2802,EXR,Bid,--
2803,EXR,Ask,--
2804,EXR,Day's Range,145.58 - 150.47 
2805,EXR,52 Week Range,101.19 - 164.99 
2806,EXR,Volume,"1,182,024 "
2807,EXR,Avg. Volume,"1,038,342 "
2808,EXR,Market Cap (intraday),33.022B 
2809,EXR,Beta (5Y Monthly),0.81
2810,EXR,PE Ratio (TTM),35.00 
2811,EXR,EPS (TTM),4.28 
2812,EXR,Earnings Date,"Aug 1, 2024 - Aug 5, 2024"
2813,EXR,Forward Dividend & Yield,6.48 (4.33%)
2814,EXR,Ex-Dividend Date,"Jun 14, 2024"
2815,EXR,1y Target Est,156.13 
2816,XOM,Previous Close,113.08 
2817,XOM,Open,112.49 
2818,XOM,Bid,112.45 x 2200
2819,XOM,Ask,112.42 x 800
2820,XOM,Day's Range,111.33 - 112.49 
2821,XOM,52 Week Range,95.77 - 123.75 
2822,XOM,Volume,"2,918,373 "
2823,XOM,Avg. Volume,"17,858,636 "
2824,XOM,Market Cap (intraday),501.908B 
2825,XOM,Beta (5Y Monthly),0.91
2826,XOM,PE Ratio (TTM),13.71 
2827,XOM,EPS (TTM),8.16 
2828,XOM,Earnings Date,"Jul 26, 2024 - Jul 30, 2024"
2829,XOM,Forward Dividend & Yield,3.80 (3.36%)
2830,XOM,Ex-Dividend Date,"May 14, 2024"
2831,XOM,1y Target Est,122.40 
2832,FFIV,Previous Close,165.57 
2833,FFIV,Open,165.29 
2834,FFIV,Bid,167.24 x 100
2835,FFIV,Ask,167.58 x 100
2836,FFIV,Day's Range,164.70 - 167.40 
2837,FFIV,52 Week Range,142.16 - 199.49 
2838,FFIV,Volume,"402,842 "
2839,FFIV,Avg. Volume,"481,152 "
2840,FFIV,Market Cap (intraday),9.806B 
2841,FFIV,Beta (5Y Monthly),1.09
2842,FFIV,PE Ratio (TTM),20.09 
2843,FFIV,EPS (TTM),8.33 
2844,FFIV,Earnings Date,"Jul 22, 2024 - Jul 26, 2024"
2845,FFIV,Forward Dividend & Yield,--
2846,FFIV,Ex-Dividend Date,--
2847,FFIV,1y Target Est,182.26 
2848,FDS,Previous Close,406.24 
2849,FDS,Open,405.56 
2850,FDS,Bid,404.04 x 800
2851,FDS,Ask,404.85 x 800
2852,FDS,Day's Range,403.74 - 408.17 
2853,FDS,52 Week Range,385.28 - 488.64 
2854,FDS,Volume,"48,715 "
2855,FDS,Avg. Volume,"278,890 "
2856,FDS,Market Cap (intraday),15.414B 
2857,FDS,Beta (5Y Monthly),0.74
2858,FDS,PE Ratio (TTM),32.02 
2859,FDS,EPS (TTM),12.63 
2860,FDS,Earnings Date,"Jun 21, 2024"
2861,FDS,Forward Dividend & Yield,4.16 (1.02%)
2862,FDS,Ex-Dividend Date,"May 31, 2024"
2863,FDS,1y Target Est,443.51 
2864,FICO,Previous Close,"1,329.88 "
2865,FICO,Open,"1,332.93 "
2866,FICO,Bid,"1,312.21 x 1400"
2867,FICO,Ask,"1,319.61 x 1200"
2868,FICO,Day's Range,"1,307.11 - 1,332.52 "
2869,FICO,52 Week Range,"764.49 - 1,451.78 "
2870,FICO,Volume,"31,332 "
2871,FICO,Avg. Volume,"196,353 "
2872,FICO,Market Cap (intraday),32.567B 
2873,FICO,Beta (5Y Monthly),1.31
2874,FICO,PE Ratio (TTM),69.29 
2875,FICO,EPS (TTM),19.02 
2876,FICO,Earnings Date,"Jul 31, 2024 - Aug 5, 2024"
2877,FICO,Forward Dividend & Yield,--
2878,FICO,Ex-Dividend Date,"Mar 1, 2017"
2879,FICO,1y Target Est,"1,354.36 "
2880,FAST,Previous Close,63.89 
2881,FAST,Open,63.45 
2882,FAST,Bid,63.35 x 600
2883,FAST,Ask,63.38 x 800
2884,FAST,Day's Range,63.18 - 63.96 
2885,FAST,52 Week Range,53.83 - 79.04 
2886,FAST,Volume,"2,915,663 "
2887,FAST,Avg. Volume,"3,617,385 "
2888,FAST,Market Cap (intraday),36.288B 
2889,FAST,Beta (5Y Monthly),1.01
2890,FAST,PE Ratio (TTM),31.38 
2891,FAST,EPS (TTM),2.02 
2892,FAST,Earnings Date,"Jul 12, 2024"
2893,FAST,Forward Dividend & Yield,1.56 (2.44%)
2894,FAST,Ex-Dividend Date,"Apr 24, 2024"
2895,FAST,1y Target Est,68.93 
2896,FRT,Previous Close,100.56 
2897,FRT,Open,99.95 
2898,FRT,Bid,99.99 x 900
2899,FRT,Ask,100.13 x 1100
2900,FRT,Day's Range,99.92 - 100.44 
2901,FRT,52 Week Range,85.59 - 107.61 
2902,FRT,Volume,"30,889 "
2903,FRT,Avg. Volume,"557,823 "
2904,FRT,Market Cap (intraday),8.388B 
2905,FRT,Beta (5Y Monthly),1.23
2906,FRT,PE Ratio (TTM),35.71 
2907,FRT,EPS (TTM),2.81 
2908,FRT,Earnings Date,"May 2, 2024"
2909,FRT,Forward Dividend & Yield,4.36 (4.34%)
2910,FRT,Ex-Dividend Date,"Jun 21, 2024"
2911,FRT,1y Target Est,113.56 
2912,FDX,Previous Close,253.72 
2913,FDX,Open,252.16 
2914,FDX,Bid,250.92 x 800
2915,FDX,Ask,250.98 x 1100
2916,FDX,Day's Range,250.02 - 252.16 
2917,FDX,52 Week Range,222.01 - 291.27 
2918,FDX,Volume,"155,513 "
2919,FDX,Avg. Volume,"1,685,507 "
2920,FDX,Market Cap (intraday),61.793B 
2921,FDX,Beta (5Y Monthly),1.17
2922,FDX,PE Ratio (TTM),14.49 
2923,FDX,EPS (TTM),17.33 
2924,FDX,Earnings Date,"Jun 25, 2024"
2925,FDX,Forward Dividend & Yield,5.04 (1.99%)
2926,FDX,Ex-Dividend Date,"Jun 24, 2024"
2927,FDX,1y Target Est,309.37 
2928,FIS,Previous Close,77.29 
2929,FIS,Open,77.06 
2930,FIS,Bid,76.76 x 1000
2931,FIS,Ask,76.79 x 800
2932,FIS,Day's Range,76.10 - 77.09 
2933,FIS,52 Week Range,46.91 - 78.73 
2934,FIS,Volume,"198,617 "
2935,FIS,Avg. Volume,"4,071,869 "
2936,FIS,Market Cap (intraday),42.331B 
2937,FIS,Beta (5Y Monthly),1.06
2938,FIS,PE Ratio (TTM),105.69 
2939,FIS,EPS (TTM),0.72 
2940,FIS,Earnings Date,"Jul 31, 2024 - Aug 5, 2024"
2941,FIS,Forward Dividend & Yield,1.76 (2.28%)
2942,FIS,Ex-Dividend Date,"Jun 10, 2024"
2943,FIS,1y Target Est,79.04 
2944,FITB,Previous Close,35.62 
2945,FITB,Open,35.13 
2946,FITB,Bid,35.02 x 500
2947,FITB,Ask,35.10 x 500
2948,FITB,Day's Range,34.78 - 35.18 
2949,FITB,52 Week Range,22.49 - 39.14 
2950,FITB,Volume,"1,855,744 "
2951,FITB,Avg. Volume,"4,464,858 "
2952,FITB,Market Cap (intraday),23.983B 
2953,FITB,Beta (5Y Monthly),1.25
2954,FITB,PE Ratio (TTM),11.17 
2955,FITB,EPS (TTM),3.14 
2956,FITB,Earnings Date,"Jul 19, 2024"
2957,FITB,Forward Dividend & Yield,1.38 (3.88%)
2958,FITB,Ex-Dividend Date,"Mar 27, 2024"
2959,FITB,1y Target Est,40.17 
2960,FSLR,Previous Close,279.80 
2961,FSLR,Open,280.00 
2962,FSLR,Bid,285.63 x 300
2963,FSLR,Ask,286.40 x 100
2964,FSLR,Day's Range,275.42 - 289.00 
2965,FSLR,52 Week Range,129.22 - 289.00 
2966,FSLR,Volume,"1,989,275 "
2967,FSLR,Avg. Volume,"2,571,325 "
2968,FSLR,Market Cap (intraday),30.614B 
2969,FSLR,Beta (5Y Monthly),1.48
2970,FSLR,PE Ratio (TTM),29.98 
2971,FSLR,EPS (TTM),9.54 
2972,FSLR,Earnings Date,"Jul 25, 2024 - Jul 29, 2024"
2973,FSLR,Forward Dividend & Yield,--
2974,FSLR,Ex-Dividend Date,--
2975,FSLR,1y Target Est,261.63 
2976,FE,Previous Close,38.93 
2977,FE,Open,38.63 
2978,FE,Bid,38.98 x 1000
2979,FE,Ask,38.99 x 1400
2980,FE,Day's Range,38.49 - 39.00 
2981,FE,52 Week Range,32.18 - 40.65 
2982,FE,Volume,"535,527 "
2983,FE,Avg. Volume,"2,618,696 "
2984,FE,Market Cap (intraday),22.342B 
2985,FE,Beta (5Y Monthly),0.49
2986,FE,PE Ratio (TTM),20.54 
2987,FE,EPS (TTM),1.89 
2988,FE,Earnings Date,"Jul 30, 2024 - Aug 5, 2024"
2989,FE,Forward Dividend & Yield,1.70 (4.37%)
2990,FE,Ex-Dividend Date,"May 6, 2024"
2991,FE,1y Target Est,42.04 
2992,FI,Previous Close,151.42 
2993,FI,Open,150.34 
2994,FI,Bid,149.84 x 900
2995,FI,Ask,149.79 x 1200
2996,FI,Day's Range,148.13 - 150.40 
2997,FI,52 Week Range,109.12 - 159.99 
2998,FI,Volume,"1,837,451 "
2999,FI,Avg. Volume,"2,410,080 "
3000,FI,Market Cap (intraday),88.073B 
3001,FI,Beta (5Y Monthly),0.93
3002,FI,PE Ratio (TTM),28.07 
3003,FI,EPS (TTM),5.33 
3004,FI,Earnings Date,"Jul 24, 2024 - Jul 29, 2024"
3005,FI,Forward Dividend & Yield,--
3006,FI,Ex-Dividend Date,--
3007,FI,1y Target Est,171.05 
3008,FMC,Previous Close,56.66 
3009,FMC,Open,56.00 
3010,FMC,Bid,--
3011,FMC,Ask,--
3012,FMC,Day's Range,54.45 - 56.03 
